"","date","fire_scar","site","plot","location","site_notes","ground_cover_type","ground_percent_cover","ground_cover_notes"
"1076","2024-07-16","Shovel Creek","ShCr4","A","9 m","","Coarse Woody Debris",6,""
"1077","2024-07-16","Shovel Creek","ShCr4","A","9 m","","Organic",0.1,""
"1078","2024-07-16","Shovel Creek","ShCr4","A","9 m","","Litter",5,""
"1079","2024-07-16","Shovel Creek","ShCr4","A","9 m","","Ceratodon/Pohlia",55,""
"1080","2024-07-16","Shovel Creek","ShCr4","A","9 m","","Polytrichum",35,""
"1081","2024-07-16","Shovel Creek","ShCr4","B","6 m","","Coarse Woody Debris",2,""
"1082","2024-07-16","Shovel Creek","ShCr4","B","6 m","","Fine Woody Debris",1,""
"1083","2024-07-16","Shovel Creek","ShCr4","B","6 m","","Ceratodon/Pohlia",4,""
"1084","2024-07-16","Shovel Creek","ShCr4","B","6 m","","Polytrichum",6,""
"1085","2024-07-16","Shovel Creek","ShCr4","B","6 m","","Rock",6,""
"1086","2024-07-16","Shovel Creek","ShCr4","B","6 m","","Litter",3,""
"1087","2024-07-16","Shovel Creek","ShCr4","B","6 m","","Burned Lichen",2,""
"1088","2024-07-16","Shovel Creek","ShCr4","B","6 m","","Organic",76,""
"1089","2024-07-18","Lost Horse","LoHo5","C","6 m","","Ash",5,""
"1090","2024-07-18","Lost Horse","LoHo5","C","6 m","","Rock",2,""
"1091","2024-07-18","Lost Horse","LoHo5","C","6 m","","Coarse Woody Debris",11,""
"1092","2024-07-18","Lost Horse","LoHo5","C","6 m","","Fine Woody Debris",2,""
"1093","2024-07-18","Lost Horse","LoHo5","C","6 m","","Litter",4,""
"1094","2024-07-18","Lost Horse","LoHo5","C","6 m","","Burned Moss",4,""
"1095","2024-07-18","Lost Horse","LoHo5","C","6 m","","Organic",71.9,""
"1096","2024-07-18","Lost Horse","LoHo5","C","6 m","","Ceratodon purpureus",0.1,""
"1097","2024-08-04","Munson Creek","MuCr4","B","3 m","","Mushroom",1,""
"1098","2024-08-04","Munson Creek","MuCr4","B","3 m","","Polytrichum",0.1,""
"1099","2024-08-04","Munson Creek","MuCr4","B","3 m","","Ceratodon purpureus",1,""
"1100","2024-08-04","Munson Creek","MuCr4","B","3 m","","Coarse Woody Debris",3,""
"1101","2024-08-04","Munson Creek","MuCr4","B","3 m","","Fine Woody Debris",4,""
"1102","2024-08-04","Munson Creek","MuCr4","B","3 m","","Sphagnum",9,""
"1103","2024-08-04","Munson Creek","MuCr4","B","3 m","","Litter",9,""
"1104","2024-08-04","Munson Creek","MuCr4","B","3 m","","Burned Moss",19,""
"1105","2024-08-04","Munson Creek","MuCr4","B","3 m","","Organic",53.9,""
"1106","2024-07-28","McCoy Creek","McCr4","C","6 m","","Coarse Woody Debris",5,""
"1107","2024-07-28","McCoy Creek","McCr4","C","6 m","","Fine Woody Debris",0.1,""
"1108","2024-07-28","McCoy Creek","McCr4","C","6 m","","Marchantia polymorpha",2,""
"1109","2024-07-28","McCoy Creek","McCr4","C","6 m","","Mineral ",4,""
"1110","2024-07-28","McCoy Creek","McCr4","C","6 m","","Organic",8,""
"1111","2024-07-28","McCoy Creek","McCr4","C","6 m","","Litter",15,""
"1112","2024-07-28","McCoy Creek","McCr4","C","6 m","","Ceratodon purpureus",65.9,""
"1113","2024-07-16","Shovel Creek","ShCr3","A","9 m","","Coarse Woody Debris",3,""
"1114","2024-07-16","Shovel Creek","ShCr3","A","9 m","","Fine Woody Debris",6,""
"1115","2024-07-16","Shovel Creek","ShCr3","A","9 m","","Grass Litter",0.1,""
"1116","2024-07-16","Shovel Creek","ShCr3","A","9 m","","Litter",14,""
"1117","2024-07-16","Shovel Creek","ShCr3","A","9 m","","Ceratodon/Pohlia",7,""
"1118","2024-07-16","Shovel Creek","ShCr3","A","9 m","","Organic",69.9,""
"1119","2024-08-06","Dry Creek","DrCr5","B","3 m","","Polytrichum",0.1,""
"1120","2024-08-06","Dry Creek","DrCr5","B","3 m","","Coarse Woody Debris",5,""
"1121","2024-08-06","Dry Creek","DrCr5","B","3 m","","Fine Woody Debris",1,""
"1122","2024-08-06","Dry Creek","DrCr5","B","3 m","","Ceratodon purpureus",0.1,""
"1123","2024-08-06","Dry Creek","DrCr5","B","3 m","","Mushroom",0.1,""
"1124","2024-08-06","Dry Creek","DrCr5","B","3 m","","Burned Lichen",0.1,""
"1125","2024-08-06","Dry Creek","DrCr5","B","3 m","","Grass Litter",12,""
"1126","2024-08-06","Dry Creek","DrCr5","B","3 m","","Burned Moss",25,""
"1127","2024-08-06","Dry Creek","DrCr5","B","3 m","","Organic",56.6,""
"1128","2024-07-23","Hess Creek","HeCr5","A","6 m","LC soil sample at 7.3","Aulocomnium",1,""
"1129","2024-07-23","Hess Creek","HeCr5","A","6 m","LC soil sample at 7.3","Burned Lichen",1,""
"1130","2024-07-23","Hess Creek","HeCr5","A","6 m","LC soil sample at 7.3","Marchantia polymorpha",3,""
"1131","2024-07-23","Hess Creek","HeCr5","A","6 m","LC soil sample at 7.3","Foliose Lichen",0.1,""
"1132","2024-07-23","Hess Creek","HeCr5","A","6 m","LC soil sample at 7.3","Organic",9,""
"1133","2024-07-23","Hess Creek","HeCr5","A","6 m","LC soil sample at 7.3","Polytrichum",0.1,""
"1134","2024-07-23","Hess Creek","HeCr5","A","6 m","LC soil sample at 7.3","Litter",8,""
"1135","2024-07-23","Hess Creek","HeCr5","A","6 m","LC soil sample at 7.3","Coarse Woody Debris",4,""
"1136","2024-07-23","Hess Creek","HeCr5","A","6 m","LC soil sample at 7.3","Fine Woody Debris",0.1,""
"1137","2024-07-23","Hess Creek","HeCr5","A","6 m","LC soil sample at 7.3","Grass Litter",20,""
"1138","2024-07-23","Hess Creek","HeCr5","A","6 m","LC soil sample at 7.3","Ceratodon/Pohlia",54,""
"1139","2024-07-18","Lost Horse","LoHo4 ","A","3 m","","Burned Lichen",1,""
"1140","2024-07-18","Lost Horse","LoHo4 ","A","3 m","","Burned Moss",3,""
"1141","2024-07-18","Lost Horse","LoHo4 ","A","3 m","","Coarse Woody Debris",5,""
"1142","2024-07-18","Lost Horse","LoHo4 ","A","3 m","","Fine Woody Debris",2,""
"1143","2024-07-18","Lost Horse","LoHo4 ","A","3 m","","Litter",20,""
"1144","2024-07-18","Lost Horse","LoHo4 ","A","3 m","","Organic",69,""
"1145","2024-07-25","Haystack","Hays5","B","9 m","","Rock",1,""
"1146","2024-07-25","Haystack","Hays5","B","9 m","","Burned Lichen",9,""
"1147","2024-07-25","Haystack","Hays5","B","9 m","","Fine Woody Debris",6,""
"1148","2024-07-25","Haystack","Hays5","B","9 m","","Coarse Woody Debris",0.1,""
"1149","2024-07-25","Haystack","Hays5","B","9 m","","Litter",4,""
"1150","2024-07-25","Haystack","Hays5","B","9 m","","Grass Litter",0.1,""
"1151","2024-07-25","Haystack","Hays5","B","9 m","","Burned Moss",79.8,""
"1152","2024-07-18","Lost Horse","LoHo5","A","6 m","","Merchantia ",2,""
"1153","2024-07-18","Lost Horse","LoHo5","A","6 m","","Coarse Woody Debris",4,""
"1154","2024-07-18","Lost Horse","LoHo5","A","6 m","","Fine Woody Debris",3,""
"1155","2024-07-18","Lost Horse","LoHo5","A","6 m","","Burned Moss",3,""
"1156","2024-07-18","Lost Horse","LoHo5","A","6 m","","Mineral ",2,""
"1157","2024-07-18","Lost Horse","LoHo5","A","6 m","","Ceratodon purpureus",0.1,""
"1158","2024-07-18","Lost Horse","LoHo5","A","6 m","","Mushroom",0.1,""
"1159","2024-07-18","Lost Horse","LoHo5","A","6 m","","Litter",35,""
"1160","2024-07-18","Lost Horse","LoHo5","A","6 m","","Organic",50.8,""
"1161","2024-08-02","Teklanika ","Tekl4","A","6 m","","Ceratodon purpureus",1,""
"1162","2024-08-02","Teklanika ","Tekl4","A","6 m","","Coarse Woody Debris",5,""
"1163","2024-08-02","Teklanika ","Tekl4","A","6 m","","Fine Woody Debris",2,""
"1164","2024-08-02","Teklanika ","Tekl4","A","6 m","","Burned Lichen",0.1,""
"1165","2024-08-02","Teklanika ","Tekl4","A","6 m","","Organic",9,""
"1166","2024-08-02","Teklanika ","Tekl4","A","6 m","","Litter",82.9,""
"1167","2024-07-17","Shovel Creek","ShCr5","B","6 m","","Coarse Woody Debris",22,""
"1168","2024-07-17","Shovel Creek","ShCr5","B","6 m","","Fine Woody Debris",5,""
"1169","2024-07-17","Shovel Creek","ShCr5","B","6 m","","Litter",17,""
"1170","2024-07-17","Shovel Creek","ShCr5","B","6 m","","Organic",20,""
"1171","2024-07-17","Shovel Creek","ShCr5","B","6 m","","Grass Litter",6,""
"1172","2024-07-17","Shovel Creek","ShCr5","B","6 m","","Polytrichum",15,""
"1173","2024-07-17","Shovel Creek","ShCr5","B","6 m","","Ceratodon purpureus",15,""
"1174","2024-08-05","Dry Creek","DrCr2","A","6 m","","Coarse Woody Debris",4,""
"1175","2024-08-05","Dry Creek","DrCr2","A","6 m","","Fine Woody Debris",3,""
"1176","2024-08-05","Dry Creek","DrCr2","A","6 m","","Mushroom",0.1,""
"1177","2024-08-05","Dry Creek","DrCr2","A","6 m","","Burned Lichen",1,""
"1178","2024-08-05","Dry Creek","DrCr2","A","6 m","","Ceratodon purpureus",23,""
"1179","2024-08-05","Dry Creek","DrCr2","A","6 m","","Litter",22,""
"1180","2024-08-05","Dry Creek","DrCr2","A","6 m","","Litter",4,""
"1181","2024-08-05","Dry Creek","DrCr2","A","6 m","","Organic",42.9,""
"1182","2024-07-15","Lost Horse","LoHo2","A","6 m","","Ceratodon purpureus",0.1,""
"1183","2024-07-15","Lost Horse","LoHo2","A","6 m","","Coarse Woody Debris",6,""
"1184","2024-07-15","Lost Horse","LoHo2","A","6 m","","Fine Woody Debris",1,""
"1185","2024-07-15","Lost Horse","LoHo2","A","6 m","","Burned Moss",11,""
"1186","2024-07-15","Lost Horse","LoHo2","A","6 m","","Polytrichum",0.1,""
"1187","2024-07-15","Lost Horse","LoHo2","A","6 m","","Organic",81.8,""
"1188","2024-07-14","Haystack","Hays2","C","9 m","Photo taken from far side","Coarse Woody Debris",6,""
"1189","2024-07-14","Haystack","Hays2","C","9 m","Photo taken from far side","Fine Woody Debris",2,""
"1190","2024-07-14","Haystack","Hays2","C","9 m","Photo taken from far side","Polytrichum",0.1,""
"1191","2024-07-14","Haystack","Hays2","C","9 m","Photo taken from far side","Ceratodon/Pohlia",1,""
"1192","2024-07-14","Haystack","Hays2","C","9 m","Photo taken from far side","Burned lichen",1,""
"1193","2024-07-14","Haystack","Hays2","C","9 m","Photo taken from far side","Organic",18,""
"1194","2024-07-14","Haystack","Hays2","C","9 m","Photo taken from far side","Burned moss",12,""
"1195","2024-07-14","Haystack","Hays2","C","9 m","Photo taken from far side","Litter",60,""
"1196","2024-07-15","Lost Horse","LoHo2","C","9 m","","Polytrichum",0.1,""
"1197","2024-07-15","Lost Horse","LoHo2","C","9 m","","Coarse Woody Debris",3,""
"1198","2024-07-15","Lost Horse","LoHo2","C","9 m","","Burned Lichen",2,""
"1199","2024-07-15","Lost Horse","LoHo2","C","9 m","","Fruticose Lichen",0.1,""
"1200","2024-07-15","Lost Horse","LoHo2","C","9 m","","Burned Moss",17,""
"1201","2024-07-15","Lost Horse","LoHo2","C","9 m","","Fine Woody Debris",1,""
"1202","2024-07-15","Lost Horse","LoHo2","C","9 m","","Organic",76.8,""
"1203","2024-07-18","Lost Horse","LoHo5","A","9 m","","Coarse Woody Debris",3,""
"1204","2024-07-18","Lost Horse","LoHo5","A","9 m","","Fine Woody Debris",1,""
"1205","2024-07-18","Lost Horse","LoHo5","A","9 m","","Burned Moss",1,""
"1206","2024-07-18","Lost Horse","LoHo5","A","9 m","","Litter",26,""
"1207","2024-07-18","Lost Horse","LoHo5","A","9 m","","Burned Lichen",2,""
"1208","2024-07-18","Lost Horse","LoHo5","A","9 m","","Organic",67,""
"1209","2024-08-06","Dry Creek","DrCr5","A","6 m","","Coarse Woody Debris",4,""
"1210","2024-08-06","Dry Creek","DrCr5","A","6 m","","Fine Woody Debris",1,""
"1211","2024-08-06","Dry Creek","DrCr5","A","6 m","","Polytrichum",2,""
"1212","2024-08-06","Dry Creek","DrCr5","A","6 m","","Ceratodon purpureus",5,""
"1213","2024-08-06","Dry Creek","DrCr5","A","6 m","","Burned Lichen",2,""
"1214","2024-08-06","Dry Creek","DrCr5","A","6 m","","Litter",2,""
"1215","2024-08-06","Dry Creek","DrCr5","A","6 m","","Grass Litter",20,""
"1216","2024-08-06","Dry Creek","DrCr5","A","6 m","","Burned Moss",1,""
"1217","2024-08-06","Dry Creek","DrCr5","A","6 m","","Organic",63,""
"1218","2024-07-28","McCoy Creek","McCr1","A","3 m","","Pleurozium",1,""
"1219","2024-07-28","McCoy Creek","McCr1","A","3 m","","Polytrichum",2,""
"1220","2024-07-28","McCoy Creek","McCr1","A","3 m","","Mushroom",0.1,""
"1221","2024-07-28","McCoy Creek","McCr1","A","3 m","","Burned Lichen",6,""
"1222","2024-07-28","McCoy Creek","McCr1","A","3 m","","Litter",8,""
"1223","2024-07-28","McCoy Creek","McCr1","A","3 m","","Fine Woody Debris",4,""
"1224","2024-07-28","McCoy Creek","McCr1","A","3 m","","Coarse Woody Debris",2,""
"1225","2024-07-28","McCoy Creek","McCr1","A","3 m","","Burned Moss",7,""
"1226","2024-07-28","McCoy Creek","McCr1","A","3 m","","Standing water",2,""
"1227","2024-07-28","McCoy Creek","McCr1","A","3 m","","Organic",67.9,""
"1228","2024-08-02","Teklanika ","Tekl4","B","6 m","","Polytrichum",0.1,""
"1229","2024-08-02","Teklanika ","Tekl4","B","6 m","","Burned Lichen",0.1,""
"1230","2024-08-02","Teklanika ","Tekl4","B","6 m","","Coarse Woody Debris",2,""
"1231","2024-08-02","Teklanika ","Tekl4","B","6 m","","Fine Woody Debris",4,""
"1232","2024-08-02","Teklanika ","Tekl4","B","6 m","","Organic",21,""
"1233","2024-08-02","Teklanika ","Tekl4","B","6 m","","Litter",72.8,""
"1234","2024-07-14","Haystack","Hays2","C","6 m","","Polytrichum",0.1,""
"1235","2024-07-14","Haystack","Hays2","C","6 m","","Grass Litter",0.1,""
"1236","2024-07-14","Haystack","Hays2","C","6 m","","Foliose Lichen",3,""
"1237","2024-07-14","Haystack","Hays2","C","6 m","","Litter",2,""
"1238","2024-07-14","Haystack","Hays2","C","6 m","","Fine Woody Debris",1,""
"1239","2024-07-14","Haystack","Hays2","C","6 m","","Coarse Woody Debris",2,""
"1240","2024-07-14","Haystack","Hays2","C","6 m","","Organic",2,""
"1241","2024-07-14","Haystack","Hays2","C","6 m","","Ceratodon/Pohlia",0.1,""
"1242","2024-07-14","Haystack","Hays2","C","6 m","","Burned moss",90,""
"1243","2024-08-05","Dry Creek","DrCr2","A","3 m","","Coarse Woody Debris",2,""
"1244","2024-08-05","Dry Creek","DrCr2","A","3 m","","Fine Woody Debris",1,""
"1245","2024-08-05","Dry Creek","DrCr2","A","3 m","","Mushroom",1,""
"1246","2024-08-05","Dry Creek","DrCr2","A","3 m","","Litter",4,""
"1247","2024-08-05","Dry Creek","DrCr2","A","3 m","","Polytrichum",0.1,""
"1248","2024-08-05","Dry Creek","DrCr2","A","3 m","","Organic",8,""
"1249","2024-08-05","Dry Creek","DrCr2","A","3 m","","Grass Litter",9,""
"1250","2024-08-05","Dry Creek","DrCr2","A","3 m","","Ceratodon purpureus",74.9,""
"1251","2024-07-23","Hess Creek","HeCr5","C","9 m","","Ceratodon purpureus",30,""
"1252","2024-07-23","Hess Creek","HeCr5","C","9 m","","Coarse Woody Debris",4,""
"1253","2024-07-23","Hess Creek","HeCr5","C","9 m","","Fine Woody Debris",4,""
"1254","2024-07-23","Hess Creek","HeCr5","C","9 m","","Burned Lichen",0.1,""
"1255","2024-07-23","Hess Creek","HeCr5","C","9 m","","Litter",35,""
"1256","2024-07-23","Hess Creek","HeCr5","C","9 m","","Organic",26.9,""
"1257","2024-07-22","Hess Creek","HeCr2","B","6 m","","Coarse Woody Debris",3,""
"1258","2024-07-22","Hess Creek","HeCr2","B","6 m","","Rabbit Scat",0.1,""
"1259","2024-07-22","Hess Creek","HeCr2","B","6 m","","Grass Litter",2,""
"1260","2024-07-22","Hess Creek","HeCr2","B","6 m","","Liverwort",0.1,""
"1261","2024-07-22","Hess Creek","HeCr2","B","6 m","","Fine Woody Debris",0.1,""
"1262","2024-07-22","Hess Creek","HeCr2","B","6 m","","Organic",2,""
"1263","2024-07-22","Hess Creek","HeCr2","B","6 m","","Litter",25,""
"1264","2024-07-22","Hess Creek","HeCr2","B","6 m","","Ceratodon purpureus",67.7,""
"1265","2024-07-25","Haystack","Hays5","C","3 m","","Fine Woody Debris",5,""
"1266","2024-07-25","Haystack","Hays5","C","3 m","","Coarse Woody Debris",7,""
"1267","2024-07-25","Haystack","Hays5","C","3 m","","Burned Moss",1,""
"1268","2024-07-25","Haystack","Hays5","C","3 m","","Ceratodon purpureus",1,""
"1269","2024-07-25","Haystack","Hays5","C","3 m","","Organic",18,""
"1270","2024-07-25","Haystack","Hays5","C","3 m","","Litter",68,""
"1271","2024-07-17","Shovel Creek","ShCr6","A","9 m","","Polytrichum",3,""
"1272","2024-07-17","Shovel Creek","ShCr6","A","9 m","","Coarse Woody Debris",3,""
"1273","2024-07-17","Shovel Creek","ShCr6","A","9 m","","Fine Woody Debris",2,""
"1274","2024-07-17","Shovel Creek","ShCr6","A","9 m","","Ceratodon/Pohlia",0.1,""
"1275","2024-07-17","Shovel Creek","ShCr6","A","9 m","","Organic",0.1,""
"1276","2024-07-17","Shovel Creek","ShCr6","A","9 m","","Litter",0.1,""
"1277","2024-07-17","Shovel Creek","ShCr6","A","9 m","","Grass Litter",92,""
"1278","2024-07-23","Hess Creek","HeCr4","A","3 m","","Aulocomnium",1,""
"1279","2024-07-23","Hess Creek","HeCr4","A","3 m","","Pleurozium",3,""
"1280","2024-07-23","Hess Creek","HeCr4","A","3 m","","Grass Litter",5,""
"1281","2024-07-23","Hess Creek","HeCr4","A","3 m","","Coarse Woody Debris",1,""
"1282","2024-07-23","Hess Creek","HeCr4","A","3 m","","Fine Woody Debris",2,""
"1283","2024-07-23","Hess Creek","HeCr4","A","3 m","","Litter",7,""
"1284","2024-07-23","Hess Creek","HeCr4","A","3 m","","Ceratodon purpureus",5,""
"1285","2024-07-23","Hess Creek","HeCr4","A","3 m","","Burned Moss",12,""
"1286","2024-07-23","Hess Creek","HeCr4","A","3 m","","Organic",64,""
"1287","2024-08-02","Teklanika ","Tekl5","C","6 m","","Fine Woody Debris",0.1,""
"1288","2024-08-02","Teklanika ","Tekl5","C","6 m","","Marchantia polymorpha",0.1,""
"1289","2024-08-02","Teklanika ","Tekl5","C","6 m","","Polytrichum",0.1,""
"1290","2024-08-02","Teklanika ","Tekl5","C","6 m","","Burned Lichen",2,""
"1291","2024-08-02","Teklanika ","Tekl5","C","6 m","","Litter",0.1,""
"1292","2024-08-02","Teklanika ","Tekl5","C","6 m","","Mineral ",0.1,""
"1293","2024-08-02","Teklanika ","Tekl5","C","6 m","","Ceratodon purpureus",0.1,""
"1294","2024-08-02","Teklanika ","Tekl5","C","6 m","","Organic",97.4,""
"1295","2024-07-31","Nugget Creek","NuCr6","A","3 m","","Coarse Woody Debris",7,""
"1296","2024-07-31","Nugget Creek","NuCr6","A","3 m","","Fine Woody Debris",2,""
"1297","2024-07-31","Nugget Creek","NuCr6","A","3 m","","Marchantia polymorpha",1,""
"1298","2024-07-31","Nugget Creek","NuCr6","A","3 m","","Ceratodon purpureus",6,""
"1299","2024-07-31","Nugget Creek","NuCr6","A","3 m","","Litter",3,""
"1300","2024-07-31","Nugget Creek","NuCr6","A","3 m","","Polytrichum",81,""
"1301","2024-07-18","Lost Horse","LoHo6","B","9 m","","Coarse Woody Debris",0.1,""
"1302","2024-07-18","Lost Horse","LoHo6","B","9 m","","Fine Woody Debris",3,""
"1303","2024-07-18","Lost Horse","LoHo6","B","9 m","","Litter",8,""
"1304","2024-07-18","Lost Horse","LoHo6","B","9 m","","Organic",45,""
"1305","2024-07-18","Lost Horse","LoHo6","B","9 m","","Cladonia",2,""
"1306","2024-07-18","Lost Horse","LoHo6","B","9 m","","Burned Lichen",12,""
"1307","2024-07-18","Lost Horse","LoHo6","B","9 m","","Burned Moss",29.9,""
"1308","2024-07-16","Shovel Creek","ShCr4","B","9 m","","Polytrichum",1,""
"1309","2024-07-16","Shovel Creek","ShCr4","B","9 m","","Ceratodon/Pohlia",4,""
"1310","2024-07-16","Shovel Creek","ShCr4","B","9 m","","Rock",20,""
"1311","2024-07-16","Shovel Creek","ShCr4","B","9 m","","Fine Woody Debris",12,""
"1312","2024-07-16","Shovel Creek","ShCr4","B","9 m","","Coarse Woody Debris",2,""
"1313","2024-07-16","Shovel Creek","ShCr4","B","9 m","","Litter",15,""
"1314","2024-07-16","Shovel Creek","ShCr4","B","9 m","","Organic",46,""
"1315","2024-07-22","Hess Creek","HeCr1","C","9 m","","Ceratodon/Pohlia",27,""
"1316","2024-07-22","Hess Creek","HeCr1","C","9 m","","Polytrichum",4,""
"1317","2024-07-22","Hess Creek","HeCr1","C","9 m","","Organic",6,""
"1318","2024-07-22","Hess Creek","HeCr1","C","9 m","","Litter",2,""
"1319","2024-07-22","Hess Creek","HeCr1","C","9 m","","Coarse Woody Debris",4,""
"1320","2024-07-22","Hess Creek","HeCr1","C","9 m","","Fine Woody Debris",2,""
"1321","2024-07-22","Hess Creek","HeCr1","C","9 m","","Unknown moss",1,""
"1322","2024-07-22","Hess Creek","HeCr1","C","9 m","","Grass Litter",54,""
"1323","2024-07-16","Shovel Creek","ShCr3","B","9 m","","Coarse Woody Debris",5,""
"1324","2024-07-16","Shovel Creek","ShCr3","B","9 m","","Fine Woody Debris",4,""
"1325","2024-07-16","Shovel Creek","ShCr3","B","9 m","","Litter",3,""
"1326","2024-07-16","Shovel Creek","ShCr3","B","9 m","","Rock",0.1,""
"1327","2024-07-16","Shovel Creek","ShCr3","B","9 m","","Organic",20,""
"1328","2024-07-16","Shovel Creek","ShCr3","B","9 m","","Polytrichum",40,""
"1329","2024-07-16","Shovel Creek","ShCr3","B","9 m","","Ceratodon/Pohlia",27.9,""
"1330","2024-07-31","Nugget Creek","NuCr6","B","6 m","","Rock",0.1,""
"1331","2024-07-31","Nugget Creek","NuCr6","B","6 m","","Marchantia polymorpha",4,""
