"","date","fire_scar","site","plot","location","site_notes","plant_species","plant_species_cover","veg_cover_notes"
"908","2024-07-16","Shovel Creek","ShCr1","B","9 m","","Vaccinium vitis-idaea",4,""
"909","2024-07-16","Shovel Creek","ShCr1","B","9 m","","Unknown grass 1",1,""
"910","2024-07-16","Shovel Creek","ShCr1","B","9 m","","Litter - herbaceous",2,""
"911","2024-07-16","Shovel Creek","ShCr1","B","9 m","","Coarse woody debris",1,""
"912","2024-07-16","Shovel Creek","ShCr1","B","9 m","","Vaccinium uliginosum",1,""
"913","2024-07-16","Shovel Creek","ShCr1","B","9 m","","Fine Woody Debris",0.1,""
"914","2024-07-17","Shovel Creek","ShCr5","C","6 m","","Epilobium angustifolium [Chamerion angustifolium]",18,""
"915","2024-07-17","Shovel Creek","ShCr5","C","6 m","","Calamagrostis canadensis",8,""
"916","2024-07-17","Shovel Creek","ShCr5","C","6 m","","Coarse woody debris",35,""
"917","2024-07-17","Shovel Creek","ShCr5","C","6 m","","Fine Woody Debris",0.1,""
"918","2024-07-17","Shovel Creek","ShCr5","C","6 m","","Litter - herbaceous",3,""
"919","2024-07-17","Shovel Creek","ShCr5","C","6 m","","Salix spp",0.1,""
"920","2024-07-23","Hess Creek","HeCr5","B","3 m","","Mertensia paniculata",1,""
"921","2024-07-23","Hess Creek","HeCr5","B","3 m","","Petasites frigidus",2,""
"922","2024-07-23","Hess Creek","HeCr5","B","3 m","","Epilobium angustifolium [Chamerion angustifolium]",2,""
"923","2024-07-23","Hess Creek","HeCr5","B","3 m","","Equisetum arvense",2,""
"924","2024-07-23","Hess Creek","HeCr5","B","3 m","","Rubus chamaemorus",1,""
"925","2024-07-23","Hess Creek","HeCr5","B","3 m","","Potentilla fruticose [Dasiphora fruticosa]",0.1,""
"926","2024-07-23","Hess Creek","HeCr5","B","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",6,""
"927","2024-07-23","Hess Creek","HeCr5","B","3 m","","Vaccinium vitis-idaea",6,""
"928","2024-07-23","Hess Creek","HeCr5","B","3 m","","Linnaea borealis",5,""
"929","2024-07-23","Hess Creek","HeCr5","B","3 m","","Equisetum scirpoides",0.1,""
"930","2024-07-23","Hess Creek","HeCr5","B","3 m","","Coarse woody debris",2,""
"931","2024-07-23","Hess Creek","HeCr5","B","3 m","","Fine Woody Debris",3,""
"932","2024-07-23","Hess Creek","HeCr5","B","3 m","","Calamagrostis canadensis",18,""
"933","2024-07-23","Hess Creek","HeCr5","B","3 m","","Litter - herbaceous",5,""
"934","2024-07-14","Haystack","Hays3","C","9 m","","Betula neoalaskana",8,""
"935","2024-07-14","Haystack","Hays3","C","9 m","","Coarse woody debris",4,""
"936","2024-07-14","Haystack","Hays3","C","9 m","","Calamagrostis canadensis",5,""
"937","2024-07-14","Haystack","Hays3","C","9 m","","Carex spp",4,""
"938","2024-07-14","Haystack","Hays3","C","9 m","","Epilobium angustifolium [Chamerion angustifolium]",1,""
"939","2024-07-14","Haystack","Hays3","C","9 m","","Vaccinium uliginosum",0.1,""
"940","2024-07-14","Haystack","Hays3","C","9 m","","Vaccinium vitis-idaea",0.1,""
"941","2024-07-14","Haystack","Hays3","C","9 m","","Ledum palustre subsp. decumbens [Rhododendron tomentosum]",0.1,""
"942","2024-07-14","Haystack","Hays3","C","9 m","","Fine Woody Debris",0.1,""
"943","2024-07-18","Lost Horse","LoHo4 ","A","6 m","","Coarse woody debris",7,""
"944","2024-07-18","Lost Horse","LoHo4 ","A","6 m","","Fine Woody Debris",6,""
"945","2024-07-15","Lost Horse","LoHo3","A","3 m","","Vaccinium uliginosum",0.1,""
"946","2024-07-15","Lost Horse","LoHo3","A","3 m","","Vaccinium vitis-idaea",0.1,""
"947","2024-07-15","Lost Horse","LoHo3","A","3 m","","Fine Woody Debris",2,""
"948","2024-07-15","Lost Horse","LoHo3","A","3 m","","Salix spp",1,""
"949","2024-07-18","Lost Horse","LoHo4 ","B","3 m","","Calamagrostis canadensis",2,""
"950","2024-07-18","Lost Horse","LoHo4 ","B","3 m","","Coarse woody debris",4,""
"951","2024-07-18","Lost Horse","LoHo4 ","B","3 m","","Fine Woody Debris",0.1,""
"952","2024-07-18","Lost Horse","LoHo4 ","B","3 m","","Epilobium angustifolium [Chamerion angustifolium]",0.1,""
"953","2024-07-14","Haystack","Hays3","C","9 m","","Betula nana",4,""
"954","2024-07-14","Haystack","Hays3","C","9 m","","Vaccinium uliginosum",1,""
"955","2024-07-14","Haystack","Hays3","C","9 m","","Cornus canadensis",1,""
"956","2024-07-14","Haystack","Hays3","C","9 m","","Epilobium angustifolium [Chamerion angustifolium]",3,""
"957","2024-07-14","Haystack","Hays3","C","9 m","","Equisetum sylvaticum",4,""
"958","2024-07-14","Haystack","Hays3","C","9 m","","Calamagrostis canadensis",6,""
"959","2024-07-14","Haystack","Hays3","C","9 m","","Carex spp",5,"Same as rest of site"
"960","2024-07-14","Haystack","Hays3","C","9 m","","Coarse woody debris",2,""
"961","2024-07-14","Haystack","Hays3","C","9 m","","Fine Woody Debris",0.1,""
"962","2024-07-14","Haystack","Hays3","C","9 m","","Spiraea beauverdiana (stevenii)",0.1,""
"963","2024-08-05","Dry Creek","DrCr1","C","6 m","Betula neoalaskana seedlings barely beginning to sprout so unclear whether neoalaskana or nana. Seedlings as pictured in photo under plants section.","Rubus chamaemorus",6,""
"964","2024-08-05","Dry Creek","DrCr1","C","6 m","Betula neoalaskana seedlings barely beginning to sprout so unclear whether neoalaskana or nana. Seedlings as pictured in photo under plants section.","Eriophorum vaginatum",7,""
"965","2024-08-05","Dry Creek","DrCr1","C","6 m","Betula neoalaskana seedlings barely beginning to sprout so unclear whether neoalaskana or nana. Seedlings as pictured in photo under plants section.","Calamagrostis canadensis",3,""
"966","2024-08-05","Dry Creek","DrCr1","C","6 m","Betula neoalaskana seedlings barely beginning to sprout so unclear whether neoalaskana or nana. Seedlings as pictured in photo under plants section.","Vaccinium uliginosum",5,""
"967","2024-08-05","Dry Creek","DrCr1","C","6 m","Betula neoalaskana seedlings barely beginning to sprout so unclear whether neoalaskana or nana. Seedlings as pictured in photo under plants section.","Vaccinium vitis-idaea",7,""
"968","2024-08-05","Dry Creek","DrCr1","C","6 m","Betula neoalaskana seedlings barely beginning to sprout so unclear whether neoalaskana or nana. Seedlings as pictured in photo under plants section.","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",13,""
"969","2024-08-05","Dry Creek","DrCr1","C","6 m","Betula neoalaskana seedlings barely beginning to sprout so unclear whether neoalaskana or nana. Seedlings as pictured in photo under plants section.","Coarse woody debris",3,""
"970","2024-08-05","Dry Creek","DrCr1","C","6 m","Betula neoalaskana seedlings barely beginning to sprout so unclear whether neoalaskana or nana. Seedlings as pictured in photo under plants section.","Betula nana",2,""
"971","2024-08-05","Dry Creek","DrCr1","C","6 m","Betula neoalaskana seedlings barely beginning to sprout so unclear whether neoalaskana or nana. Seedlings as pictured in photo under plants section.","Picea mariana",0.1,""
"972","2024-08-05","Dry Creek","DrCr1","C","6 m","Betula neoalaskana seedlings barely beginning to sprout so unclear whether neoalaskana or nana. Seedlings as pictured in photo under plants section.","Betula neoalaskana",0.1,""
"973","2024-07-14","Haystack","Hays1","C","3 m","","Vaccinium vitis-idaea",3,""
"974","2024-07-14","Haystack","Hays1","C","3 m","","Calamagrostis canadensis",5,""
"975","2024-07-14","Haystack","Hays1","C","3 m","","Fine Woody Debris",3,""
"976","2024-07-14","Haystack","Hays1","C","3 m","","Coarse woody debris",1,""
"977","2024-07-14","Haystack","Hays1","A","3 m","","Vaccinium uliginosum",10,""
"978","2024-07-14","Haystack","Hays1","A","3 m","","Vaccinium vitis-idaea",0.1,""
"979","2024-07-14","Haystack","Hays1","A","3 m","","Betula nana",27,""
"980","2024-07-14","Haystack","Hays1","A","3 m","","Coarse woody debris",4,""
"981","2024-07-16","Shovel Creek","ShCr1","B","6 m","","Rubus chamaemorus",18,""
"982","2024-07-16","Shovel Creek","ShCr1","B","6 m","","Vaccinium vitis-idaea",2,""
"983","2024-07-16","Shovel Creek","ShCr1","B","6 m","","Oxycoccus microcarpos [Vaccinium oxycoccos]",2,""
"984","2024-07-16","Shovel Creek","ShCr1","B","6 m","","Vaccinium uliginosum",5,""
"985","2024-07-16","Shovel Creek","ShCr1","B","6 m","","Epilobium angustifolium [Chamerion angustifolium]",1,""
"986","2024-07-16","Shovel Creek","ShCr1","B","6 m","","Equisetum sylvaticum",25,""
"987","2024-07-16","Shovel Creek","ShCr1","B","6 m","","Polygonum alpinum",35,""
"988","2024-07-16","Shovel Creek","ShCr1","B","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",55,""
"989","2024-07-16","Shovel Creek","ShCr1","B","6 m","","Litter - herbaceous",5,""
"990","2024-07-16","Shovel Creek","ShCr1","B","6 m","","Coarse woody debris",3,""
"991","2024-07-16","Shovel Creek","ShCr1","B","6 m","","Fine Woody Debris",3,""
"992","2024-07-16","Shovel Creek","ShCr1","B","6 m","","Picea mariana",0.1,""
"993","2024-07-25","Haystack","Hays5","A","6 m","","Calamagrostis canadensis",12,""
"994","2024-07-25","Haystack","Hays5","A","6 m","","Grass litter",1,""
"995","2024-07-25","Haystack","Hays5","A","6 m","","Coarse woody debris",4,""
"996","2024-07-25","Haystack","Hays5","A","6 m","","Fine Woody Debris",5,""
"997","2024-07-25","Haystack","Hays5","A","6 m","","Taraxacum officionale",0.1,""
"998","2024-07-25","Haystack","Hays5","A","6 m","","Salix spp",11,"Rooted out of plot"
"999","2024-07-25","Haystack","Hays5","A","6 m","","Vaccinium vitis-idaea",0.1,""
"1000","2024-07-16","Shovel Creek","ShCr3","C","3 m","","Epilobium angustifolium [Chamerion angustifolium]",8,""
"1001","2024-07-16","Shovel Creek","ShCr3","C","3 m","","Polygonum alpinum",5,""
"1002","2024-07-16","Shovel Creek","ShCr3","C","3 m","","Vaccinium uliginosum",3,""
"1003","2024-07-16","Shovel Creek","ShCr3","C","3 m","","Coarse woody debris",3,""
"1004","2024-07-16","Shovel Creek","ShCr3","C","3 m","","Fine Woody Debris",2,""
"1005","2024-07-16","Shovel Creek","ShCr3","C","3 m","","Litter - herbaceous",2,""
"1006","2024-07-16","Shovel Creek","ShCr3","C","3 m","","Picea mariana",0.1,""
"1007","2024-07-28","McCoy Creek","McCr4","C","3 m","Spruce spp unclear, too small to tell","Epilobium angustifolium [Chamerion angustifolium]",14,""
"1008","2024-07-28","McCoy Creek","McCr4","C","3 m","Spruce spp unclear, too small to tell","Coarse woody debris",20,""
"1009","2024-07-28","McCoy Creek","McCr4","C","3 m","Spruce spp unclear, too small to tell","Fine Woody Debris",12,""
"1010","2024-07-28","McCoy Creek","McCr4","C","3 m","Spruce spp unclear, too small to tell","Picea mariana",0.1,""
"1011","2024-07-28","McCoy Creek","McCr4","C","3 m","Spruce spp unclear, too small to tell","Betula neoalaskana",0.1,""
"1012","2024-07-30","Nugget Creek","NuCr1","B","3 m","","Epilobium angustifolium [Chamerion angustifolium]",2,""
"1013","2024-07-30","Nugget Creek","NuCr1","B","3 m","","Betula neoalaskana",1,""
"1014","2024-07-30","Nugget Creek","NuCr1","B","3 m","","Picea mariana",1,""
"1015","2024-07-30","Nugget Creek","NuCr1","B","3 m","","Salix spp",11,""
"1016","2024-07-30","Nugget Creek","NuCr1","B","3 m","","Populus tremuloides",1,""
"1017","2024-07-30","Nugget Creek","NuCr1","B","3 m","","Coarse woody debris",13,""
"1018","2024-07-30","Nugget Creek","NuCr1","B","3 m","","Fine Woody Debris",5,""
"1019","2024-07-30","Nugget Creek","NuCr1","B","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",3,""
"1020","2024-08-01","Munson Creek","MuCr1","A","9 m","Quadrat placed at 9m only to capture seedlings. No other data gathered at this spot. ",NA,NA,NA
"1021","2024-08-05","Dry Creek","DrCr1","B","6 m","","Vaccinium vitis-idaea",1,""
"1022","2024-08-05","Dry Creek","DrCr1","B","6 m","","Betula nana",38,""
"1023","2024-08-05","Dry Creek","DrCr1","B","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",18,""
"1024","2024-08-05","Dry Creek","DrCr1","B","6 m","","Vaccinium uliginosum",1,""
"1025","2024-08-05","Dry Creek","DrCr1","B","6 m","","Eriophorum vaginatum",16,""
"1026","2024-08-05","Dry Creek","DrCr1","B","6 m","","Salix spp",3,""
"1027","2024-08-05","Dry Creek","DrCr1","B","6 m","","Coarse woody debris",0.1,""
"1028","2024-08-05","Dry Creek","DrCr1","B","6 m","","Betula neoalaskana",0.1,""
"1029","2024-08-05","Dry Creek","DrCr1","B","6 m","","Picea mariana",0.1,""
"1030","2024-08-01","Munson Creek","MuCr3","B","6 m","","Ledum palustre subsp. decumbens [Rhododendron tomentosum]",2,""
"1031","2024-08-01","Munson Creek","MuCr3","B","6 m","","Rubus chamaemorus",1,""
"1032","2024-08-01","Munson Creek","MuCr3","B","6 m","","Calamagrostis canadensis",4,""
"1033","2024-08-01","Munson Creek","MuCr3","B","6 m","","Carex spp",2,""
"1034","2024-08-01","Munson Creek","MuCr3","B","6 m","","Eriophorum vaginatum",9,""
"1035","2024-08-01","Munson Creek","MuCr3","B","6 m","","Vaccinium vitis-idaea",5,""
"1036","2024-08-01","Munson Creek","MuCr3","B","6 m","","Coarse woody debris",1,""
"1037","2024-08-01","Munson Creek","MuCr3","B","6 m","","Fine Woody Debris",1,""
"1038","2024-08-01","Munson Creek","MuCr3","B","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",1,""
"1039","2024-07-22","Hess Creek","HeCr2","B","9 m","","Rubus idaeus",32,""
"1040","2024-07-22","Hess Creek","HeCr2","B","9 m","","Epilobium angustifolium [Chamerion angustifolium]",25,""
"1041","2024-07-22","Hess Creek","HeCr2","B","9 m","","Coarse woody debris",5,""
"1042","2024-07-22","Hess Creek","HeCr2","B","9 m","","Calamagrostis canadensis",1,""
"1043","2024-07-22","Hess Creek","HeCr2","B","9 m","","Grass litter",2,""
"1044","2024-07-22","Hess Creek","HeCr2","B","9 m","","Vaccinium vitis-idaea",0.1,""
"1045","2024-07-22","Hess Creek","HeCr2","B","9 m","","Populus tremuloides",1,""
"1046","2024-07-22","Hess Creek","HeCr2","B","9 m","","Picea mariana",0.1,""
"1047","2024-08-01","Munson Creek","MuCr1","A","3 m","","Vaccinium vitis-idaea",2,""
"1048","2024-08-01","Munson Creek","MuCr1","A","3 m","","Vaccinium uliginosum",2,""
"1049","2024-08-01","Munson Creek","MuCr1","A","3 m","","Rubus chamaemorus",0.1,""
"1050","2024-08-01","Munson Creek","MuCr1","A","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",10,""
"1051","2024-08-01","Munson Creek","MuCr1","A","3 m","","Ledum palustre subsp. decumbens [Rhododendron tomentosum]",0.1,""
"1052","2024-08-01","Munson Creek","MuCr1","A","3 m","","Calamagrostis canadensis",1,""
"1053","2024-08-01","Munson Creek","MuCr1","A","3 m","","Carex spp",2,""
"1054","2024-08-01","Munson Creek","MuCr1","A","3 m","","Eriophorum vaginatum",3,""
"1055","2024-08-01","Munson Creek","MuCr1","A","3 m","","Fine Woody Debris",0.1,""
"1056","2024-08-01","Munson Creek","MuCr1","A","3 m","","Oxycoccus microcarpos [Vaccinium oxycoccos]",0.1,""
"1057","2024-07-23","Hess Creek","HeCr5","A","9 m","","Vaccinium uliginosum",4,""
"1058","2024-07-23","Hess Creek","HeCr5","A","9 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",0.1,""
"1059","2024-07-23","Hess Creek","HeCr5","A","9 m","","Salix spp",1,""
"1060","2024-07-23","Hess Creek","HeCr5","A","9 m","","Betula neoalaskana",1,""
"1061","2024-07-23","Hess Creek","HeCr5","A","9 m","","Petasites frigidus",0.1,""
"1062","2024-07-23","Hess Creek","HeCr5","A","9 m","","Epilobium angustifolium [Chamerion angustifolium]",8,""
"1063","2024-07-23","Hess Creek","HeCr5","A","9 m","","Potentilla fruticose [Dasiphora fruticosa]",0.1,""
"1064","2024-07-23","Hess Creek","HeCr5","A","9 m","","Picea mariana",0.1,""
"1065","2024-07-23","Hess Creek","HeCr5","A","9 m","","Coarse woody debris",6,""
"1066","2024-07-23","Hess Creek","HeCr5","A","9 m","","Fine Woody Debris",3,""
"1067","2024-07-23","Hess Creek","HeCr5","A","9 m","","Vaccinium vitis-idaea",1,""
"1068","2024-07-23","Hess Creek","HeCr5","A","9 m","","Equisetum arvense",10,""
"1069","2024-07-23","Hess Creek","HeCr5","A","9 m","","Equisetum scirpoides",0.1,""
"1070","2024-07-23","Hess Creek","HeCr5","A","9 m","","Litter - herbaceous",3,""
"1071","2024-07-23","Hess Creek","HeCr5","A","9 m","","Mertensia paniculata",0.1,""
"1072","2024-07-16","Shovel Creek","ShCr1","A","6 m","","Epilobium angustifolium [Chamerion angustifolium]",10,""
"1073","2024-07-16","Shovel Creek","ShCr1","A","6 m","","Calamagrostis canadensis",4,""
"1074","2024-07-16","Shovel Creek","ShCr1","A","6 m","","Equisetum sylvaticum",45,""
"1075","2024-07-16","Shovel Creek","ShCr1","A","6 m","","Picea mariana",0.1,"Small, difficult to identify to species"
"1076","2024-07-16","Shovel Creek","ShCr1","A","6 m","","Betula neoalaskana",2,""
"1077","2024-07-16","Shovel Creek","ShCr1","A","6 m","","Populus tremuloides",0.1,""
"1078","2024-07-16","Shovel Creek","ShCr1","A","6 m","","Polygonum alpinum",0.1,""
"1079","2024-07-16","Shovel Creek","ShCr1","A","6 m","","Salix spp",0.1,""
"1080","2024-07-16","Shovel Creek","ShCr1","A","6 m","","Fine Woody Debris",1,""
"1081","2024-07-16","Shovel Creek","ShCr1","A","6 m","","Coarse woody debris",0.1,""
"1082","2024-07-16","Shovel Creek","ShCr1","A","6 m","","Rosa acicularis",0.1,""
"1083","2024-08-04","Munson Creek","MuCr4","A","6 m","","Ledum palustre subsp. decumbens [Rhododendron tomentosum]",0.1,""
"1084","2024-08-04","Munson Creek","MuCr4","A","6 m","","Vaccinium uliginosum",0.1,""
"1085","2024-08-04","Munson Creek","MuCr4","A","6 m","","Carex spp",1,""
"1086","2024-08-04","Munson Creek","MuCr4","A","6 m","","Epilobium angustifolium [Chamerion angustifolium]",11,""
"1087","2024-08-04","Munson Creek","MuCr4","A","6 m","","Coarse woody debris",1,""
"1088","2024-07-14","Haystack","Hays1","C","6 m","","Vaccinium uliginosum",20,""
"1089","2024-07-14","Haystack","Hays1","C","6 m","","Vaccinium vitis-idaea",0.1,""
"1090","2024-07-14","Haystack","Hays1","C","6 m","","Cornus canadensis",1,""
"1091","2024-07-14","Haystack","Hays1","C","6 m","","Betula nana",3,""
"1092","2024-07-14","Haystack","Hays1","C","6 m","","Calamagrostis canadensis",0.1,""
"1093","2024-07-14","Haystack","Hays1","C","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",0.1,""
"1094","2024-07-14","Haystack","Hays1","C","6 m","","Fine Woody Debris",1,""
"1095","2024-07-18","Lost Horse","LoHo4 ","C","9 m","","Betula glandulosa",0.1,""
"1096","2024-07-18","Lost Horse","LoHo4 ","C","9 m","","Cornus canadensis",0.1,""
"1097","2024-07-18","Lost Horse","LoHo4 ","C","9 m","","Vaccinium uliginosum",0.1,""
"1098","2024-07-18","Lost Horse","LoHo4 ","C","9 m","","Coarse woody debris",0.1,""
"1099","2024-07-25","Haystack","Hays6","C","6 m","","Vaccinium vitis-idaea",2,""
"1100","2024-07-25","Haystack","Hays6","C","6 m","","Calamagrostis canadensis",20,""
"1101","2024-07-25","Haystack","Hays6","C","6 m","","Grass litter",10,""
"1102","2024-07-25","Haystack","Hays6","C","6 m","","Coarse woody debris",4,""
"1103","2024-07-25","Haystack","Hays6","C","6 m","","Fine Woody Debris",5,""
"1104","2024-07-23","Hess Creek","HeCr5","A","3 m","","Picea mariana",2,""
"1105","2024-07-23","Hess Creek","HeCr5","A","3 m","","Rosa acicularis",5,""
"1106","2024-07-23","Hess Creek","HeCr5","A","3 m","","Salix spp",3,""
"1107","2024-07-23","Hess Creek","HeCr5","A","3 m","","Epilobium angustifolium [Chamerion angustifolium]",13,""
"1108","2024-07-23","Hess Creek","HeCr5","A","3 m","","Burned Organic",5,""
"1109","2024-07-23","Hess Creek","HeCr5","A","3 m","","Coarse woody debris",22,""
"1110","2024-07-23","Hess Creek","HeCr5","A","3 m","","Calamagrostis canadensis",4,""
"1111","2024-07-23","Hess Creek","HeCr5","A","3 m","","Grass litter",2,""
"1112","2024-07-23","Hess Creek","HeCr5","A","3 m","","Rubus chamaemorus",3,""
"1113","2024-07-23","Hess Creek","HeCr5","A","3 m","","Betula neoalaskana",0.1,""
"1114","2024-07-23","Hess Creek","HeCr5","A","3 m","","Fine Woody Debris",0.1,""
"1115","2024-07-23","Hess Creek","HeCr5","A","3 m","","Equisetum scirpoides",2,""
"1116","2024-07-23","Hess Creek","HeCr5","A","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",2,""
